NAME	LAT	LON
MIMANA	35,56	64,46
HERAT	34,13	62,13
KABUL/AIRPORT	34,33	69,13
KANDAHAR	31,3	65,51
JEDDAH (PORT)	21,24	39,12
JEDDAH/KING ABDUL	21,42	39,11
MAKKAH	21,26	39,46
BAHREIN-INT.AIRP.	26,16	50,39
DOHA-INT.AIRPORT	25,15	51,34
RAS AL KHAIMAH	25,37	55,56
DUBAI	25,15	55,2
SHARJAH	25,2	55,31
ABU DHABI	24,26	54,28
ABU DHABI/INTL.	24,26	54,39
AL AIN AIRPORT	24,16	55,36
KHASAB	26,13	56,14
DIBBA	25,37	56,15
BURAIMI	24,14	55,47
SOHAR MAJIS	24,28	56,38
RUSTAQ	23,25	57,26
SAIQ	23,04	57,39
NIZWA	22,51	57,32
SEEB-INT.AIRPORT	23,35	58,17
SAMAIL	23,18	57,56
QABOOS PORT	23,38	58,34
FAHUD	22,21	56,29
BAHLA	22,59	57,18
ADAM	22,23	57,31
IBRA	22,44	58,31
QALHAT	22,4	59,24
SUR	22,32	59,29
QARN ALAM	21,23	57,03
MASIRAH	20,4	58,54
MARMUL	18,08	55,11
RAYSUT PORT	16,55	53,55
THUMRAIT	17,4	54,02
QAIROON HAIRITI	17,15	54,05
SALALAH	17,02	54,05
SANA'A	15,31	44,11
HODEIDAH	14,45	42,59
TAIZ	13,41	44,08
ADEN	12,4	45,02
SOCOTRA	12,38	53,54
ISLAMABAD	33,37	73,06
ZHOB	31,21	69,28
LAHORE CITY	31,33	74,2
LAHORE AIRPORT	31,31	74,24
KALAT	29,02	66,35
NAWABSHAH	26,15	68,22
KARACHI	24,54	67,08
DHAKA	23,46	90,23
KHULNA	22,47	89,32
BARISAL	22,45	90,22
CHITTAGONG	22,16	91,49
SRINAGAR	33,59	74,47
NEU DELHI	28,34	77,07
NEW DELHI/SAFDARJUNG	28,35	77,12
AGRA	27,09	77,58
DARJEELING	27,03	88,16
JAIPUR/SANGANER	26,49	75,48
LUCKNOW	26,45	80,53
ALLAHABAD/BAMHRAULI	25,27	81,44
AHMEDABAD INTL	23,04	72,37
CALCUTTA	22,39	88,27
NAGPUR SONEGAON	21,06	79,03
BOMBAY AIRPORT	19,07	72,51
BOMBAY	18,54	72,49
HYDERABAD AIRPORT	17,27	78,28
GOA-DABOLIM	15,23	73,49
MADRAS	13	80,11
BANGALORE	12,57	77,38
THIRUVANANTHAPURAM	8,29	76,57
TRIVANDRUM AIRPORT	8,28	76,57
KATUNAYAKE	7,1	79,53
COLOMBO	6,54	79,52
RATMALANA	6,49	79,53
MALE	4,12	73,32
GAN	-0,41	73,09
BAYANBULAG	46,5	98,05
ULAAN-BAATOR	47,55	106,52
POKHARA	28,12	83,59
BHAIRAWA AIRPORT	27,31	83,27
KATHMANDU	27,42	85,22
HONGKONG	22,2	114,11
MACAO	22,12	113,32
CHONGJIN	41,47	129,49
HYESAN	41,24	128,1
HAMHEUNG	39,56	127,33
ANJU	39,37	125,39
WONSAN	39,11	127,26
PYONGYANG	39,02	125,47
CHUNCHON	37,54	127,44
KANGNUNG	37,45	128,53
TONGHAE/RADAR	37,3	129,08
SEOUL	37,34	126,58
SEOUL AIRPORT	37,33	126,48
INCHEON/INTL.	37,28	126,26
WONJU	37,2	127,57
CHUNGJU	36,58	127,57
TAEJON	36,18	127,24
ANDONG	36,34	128,43
POHANG	36,02	129,23
TAEGU	35,53	128,37
CHONJU	35,49	127,09
ULSAN	35,33	129,19
PUSAN	35,11	128,56
KWANGJU	35,1	126,53
MOKPO	34,45	126,23
CHEJU INT'L AIRPORT	33,31	126,3
SOGWIPO	33,14	126,34
ASAHIKAWA	43,46	142,22
SAPPORO	43,03	141,2
HAKODATE	41,49	140,45
AKITA AIRPORT	39,37	140,13
SENDAI AIRPORT	38,08	140,55
AOMORI / HONSHU	40,49	140,46
MORIOKA	39,42	141,1
YAMAGATA	38,15	140,21
SENDAI	38,16	140,54
FUKUSHIMA	37,45	140,28
ONAHAMA	36,57	140,54
NIIGATA	37,55	139,03
TOYAMA	36,42	137,12
NAGANO	36,4	138,11
FUKUI	36,03	136,14
MATSUMOTO	36,15	137,58
NAGOYA AIRPORT	35,15	136,56
YOKOTA AIR BASE	35,45	139,21
TOKYO NARITA	35,41	139,46
YOKOHAMA	35,26	139,39
TOKYO INTERNATIONAL	35,33	139,46
TOKYO AIRPORT	35,46	140,23
TOKIO	35,38	139,51
FUJI AB	35,19	138,52
TOTTORI / HONSHU	35,29	134,14
KYOTO	35,01	135,44
HIROSHIMA	34,24	132,28
OKAYAMA / HONSHU	34,39	133,55
OSAKA AIRPORT	34,47	135,27
OSAKA	34,41	135,31
HIROSHIMA AIRPORT	34,26	132,55
FUKUOKA	33,35	130,23
FUKUOKA AIRPORT	33,35	130,27
OITA	33,14	131,37
KUMAMOTO	32,49	130,43
KAGOSHIMA	31,34	130,33
MIYAZAKI	31,55	131,25
YAKUSHIMA	30,22	130,4
NAGASAKI AIRPORT	32,55	129,55
KOCHI	33,34	133,33
TOKUSHIMA / SHIKOKU	34,04	134,35
NAHA	26,11	127,39
MANDALAY	21,59	96,06
SITTWE	20,08	92,53
MONGHSAT	20,33	99,16
YANGON	16,46	96,1
CHIANG MAI	18,47	98,59
BANGKOK/SUVARNABHUMI	13,41	100,46
BANGKOK	13,44	100,34
BANGKOK/DON MUANG	13,55	100,36
PHATTHAYA	12,55	100,52
HUA HIN	12,35	99,57
KOH SAMUI	9,27	100,02
PHUKET	7,53	98,24
HAT YAI	6,55	100,26
LANGKAWI	6,2	99,44
PENANG-BAYANLEPAS	5,18	100,15
KUALA TRENGGANU	5,23	103,06
SITIAWAN	4,13	100,42
IPOH	4,34	101,06
CAMERON HIGHLANDS	4,28	101,22
KUALA LUMPUR	3,07	101,33
KUANTAN	3,37	103,13
PAYA LEBAR	1,21	103,54
SINGAPUR	1,22	103,59
HANOI	21,01	105,48
DA NANG	16,02	108,11
SAIGON	10,49	106,4
LUANG-PRABANG	19,53	102,08
VIENTIANE	17,57	102,34
SIEMREAP	13,22	103,51
PHNOM-PENH/POCHENT.	11,33	104,51
YICHUN (NORTH)	47,43	128,54
ANDA	46,23	125,19
HARBIN	45,45	126,46
URUMQI	43,47	87,37
KASHI	39,28	75,59
ALAR	40,3	81,03
TIKANLIK	40,38	87,42
PISHAN	37,37	78,17
YUMENZHEN	40,16	97,02
BAYAN MOD	40,45	104,3
XINING	36,37	101,46
LANZHOU	36,03	103,53
DATONG	40,06	113,2
LINHE	40,46	107,24
SHIJIAZHUANG	38,15	114,25
YUNCHENG	35,02	111,01
XILINHOT	43,57	116,04
CHANGCHUNG	43,54	125,13
CHIFENG	42,16	118,58
CHAOYANG	41,33	120,27
SHENYANG	41,46	123,26
CHENGDE	40,58	117,55
YINGKOU	40,4	122,12
DANDONG	40,05	124,2
PEKING	39,56	116,17
TIANJIN	39,06	117,1
SHANHAIGUAN	39,58	119,48
DALIAN	38,54	121,38
LONGKOU	37,37	120,19
WEIHAI	37,3	122,07
JINAN	36,36	117,03
WEIFANG	36,42	119,05
QUINGDAO	36,04	120,2
XAINZA	30,57	88,38
XIGAZE	29,15	88,53
LHASA	29,4	91,08
WENJIANG	30,42	103,5
MIANYANG	31,28	104,41
XICHANG	27,54	102,16
KUNMING/WUJIABA	25,01	102,41
FENGXIANG	34,31	107,25
XI'AN	34,18	108,56
ZHENGZHOU	34,43	113,39
ANKANG	32,43	109,02
NANCHONG	30,48	106,05
YICHANG	30,42	111,18
WUHAN	30,37	114,08
CHONGQING	29,31	106,29
YINING	29,02	114,35
CHANGDE	29,03	111,41
CHANGSHA	28,14	112,52
YICHUN	27,48	114,23
GUIYANG	26,29	106,39
GUILIN	25,2	110,18
CHENZHOU	25,48	113,02
XUZHOU	34,17	117,09
GANYU	34,51	119,08
BENGBU	32,57	117,22
NANJING	31,44	118,51
NANTONG	32,06	120,52
WUHU	31,2	118,21
CHANGZHOU	31,46	119,57
SHANGHAI PUDONG	31,24	121,28
SHANGHAI	31,24	121,28
ANQING	30,32	117,03
HANGZHOU	30,14	120,1
DINGHAI	30,02	122,07
JINGDEZHEN	29,18	117,12
RUI'AN	27,47	120,39
FUZHOU	26,05	119,17
TAIBEI	25,02	121,31
LIUZHOU	24,21	109,24
XIAMEN	24,29	118,05
BAISE	23,54	106,36
GUANGZHOU	23,08	113,19
SHANTOU	23,21	116,4
XINGANG	23,06	121,22
NANNING	22,49	108,21
SHENZHEN HUANGTIAN	22,38	113,49
GAOXIONG	22,37	120,16
BEIHAI	21,29	109,06
ZHANJIANG	21,13	110,24
YANGJIANG	21,52	111,58
HAIKOU	20,02	110,21
YA XIAN	18,14	109,31
LA PALMA	28,37	-17,45
TENERIFE NORTE	28,28	-16,19
SANTA CRUZ DE TENE.	28,28	-16,16
TENERIFE SUR	28,03	-16,34
LAS PALMAS	27,56	-15,23
FUERTEVENTURA	28,27	-13,52
LANZAROTE	28,57	-13,36
TANGER	35,44	-5,54
OUJDA	34,47	-1,56
RABAT	34,03	-6,46
FES-SAIS	33,56	-4,59
MEKNES	33,53	-5,32
CASABLANCA	33,34	-7,4
CASABLANCA/MOHAMED	33,22	-7,35
MARRAKECH	31,37	-8,02
AGADIR/INEZGANE	30,23	-9,34
AGADIR/AL MASSIRA	30,2	-9,24
MELILLA	35,17	-2,58
ANNABA	36,5	7,49
ALGIER	36,43	3,15
CONSTANTINE	36,17	6,37
TEBESSA	35,25	8,07
ORAN/ES SENIA	35,38	-0,36
DJELFA	34,2	3,23
GHARDAIA	32,24	3,48
BECHAR	31,3	-2,15
EL-GOLEA	30,34	2,52
IN-SALAH	27,14	2,3
TAMANRASSET	22,47	5,31
TABARKA	36,57	8,45
TUNIS	36,5	10,14
JENDOUBA	36,29	8,48
KAIROUAN	35,4	10,06
MONASTIR/HABIB BOUR	35,45	10,45
SFAX EL-MAOU	34,43	10,41
TOZEUR	33,55	8,06
GABES	33,53	10,06
DJERBA	33,35	10,47
AGADEZ	16,58	7,59
NIAMEY/DIORI HAMANI	13,29	2,1
TESSALIT	20,15	0,59
KIDAL	18,26	1,21
TOMBOUCTOU	16,43	-3
GAO	16,16	-0,03
MOPTI	14,31	-4,05
BAMAKO	12,32	-7,57
NOUADHIBOU	20,56	-17,02
NOUAKCHOTT	18,06	-15,57
DAKAR	14,44	-17,3
BANJUL/YUNDUM	13,21	-16,48
BISSAU	11,53	-15,39
CONAKRY/GBESSIA	9,34	-13,37
FREETOWN	8,37	-13,12
ST. HELENA	-15,56	-5,04
ASCENSION	-7,58	-14,24
DIEGO GARCIA	-7,18	72,24
SAINT-DENIS	-20,53	55,31
SAINT-PIERRE	-21,2	55,29
RODRIGUES	-19,41	63,25
PLAISANCE	-20,26	57,4
TRIPOLI	32,4	13,09
SIRTE	31,12	16,35
BENGHAZI	32,06	20,16
TAZERBO	25,48	21,08
SALLUM PLATEAU	31,34	25,07
MERSA MATRUH	31,2	27,13
ALEXANDRIA/NOUZHA	31,12	29,57
PORT SAID	31,17	32,14
KAIRO	30,08	31,24
LUXOR	25,4	32,42
ASSUAN	23,58	32,47
FARAFRA	27,04	27,59
SUEZ	29,52	32,28
TABA/RAS	29,36	34,47
SHARM EL SHEIKH	27,58	34,23
HURGHADA	27,09	33,43
PORT SUDAN	19,35	37,13
KHARTOUM	15,36	32,33
KASSALA	15,28	36,24
EL FASHER	13,37	25,2
EL OBEID	13,1	30,14
NYALA	12,03	24,53
KADUGLI	11	29,43
MALAKAL	9,33	31,39
JUBA	4,52	31,36
ASMARA	15,17	38,55
MASSAWA	15,37	39,27
DJIBOUTI	11,33	43,09
HARGEISA	9,3	44,05
BURAO	9,31	45,34
KISIMAYU	-0,22	42,26
ADDIS ABABA	8,59	38,48
HARAR MEDA	8,44	38,57
DIREDAWA	9,36	41,51
SOROTI	1,43	33,37
ENTEBBE	0,03	32,27
KERICHO	-0,22	35,21
MUSOMA	-1,3	33,48
NAIROBI	-1,19	36,55
ARUSHA	-3,24	36,37
KILIMANJARO AIRPORT	-3,25	37,04
MOMBASA	-4,02	39,37
ZANZIBAR/KISAUNI	-6,13	39,13
DAR ES SALAAM AIRP.	-6,52	39,12
SEYCHELLES INT.	-4,4	55,31
MBANDAKA	0,03	18,16
BASANKUSU	1,13	19,48
KINSHASA/NDJILI	-4,23	15,26
KINSHASA	-4,22	15,15
KIGALI	-1,58	30,07
BUJUMBURA	-3,19	29,19
POINTE-NOIRE	-4,49	11,54
BRAZZAVILLE	-4,15	15,15
LIBREVILLE	0,27	9,25
BANGUI	4,24	18,31
NDJAMENA	12,08	15,02
ABECHE	13,51	20,51
MALABO / BIOKO ISL.	3,45	8,46
DOUALA	4	9,44
YAOUNDE/NSIMALEN	3,5	11,31
KANO	12,03	8,32
MAIDUGURI	11,51	13,05
ABUJA	9,15	7
LAGOS/IKEJA	6,35	3,2
COTONOU	6,21	2,23
LOME	6,1	1,15
NAVRONGO	10,54	-1,06
ACCRA	5,36	-0,1
OUAGADOUGOU	12,21	-1,31
BOBO DIOULASSO	11,1	-4,2
ODIENNE	9,3	-7,34
BONDOUKOU	8,03	-2,47
MAN	7,23	-7,31
GAGNOA	6,08	-5,57
DIMBOKRO	6,39	-4,42
ABIDJAN	5,15	-3,56
MONROVIA/ROBERTS	6,15	-10,21
LUANDA	-8,51	13,14
HAHAYA AIRPORT	-11,32	43,16
DIEGO-SUAREZ	-12,21	49,18
MAJUNGA	-15,4	46,21
ANTANANARIVO	-18,48	47,29
MAHANORO	-19,5	48,48
FIANARANTSOA	-21,27	47,06
NAMPULA	-15,06	39,17
CHIMOIO	-19,07	33,28
VILANCULOS	-22,06	35,19
INHAMBANE	-23,52	35,23
MAPUT0/MAVALANE	-25,55	32,34
NDOLA	-13	28,39
LILONGWE	-13,47	33,46
LUSAKA	-15,19	28,27
CHILEKA	-15,41	34,58
LIVINGSTONE	-17,49	25,49
KARIBA	-16,31	28,53
HARARE-KUTSAGA	-17,55	31,08
VICTORIA FALLS	-18,06	25,51
HWANGE NATIONAL PARK	-18,38	27
BULAWAYO	-20,09	28,37
MASVINGO	-20,04	30,52
OKAUKUEJO	-19,11	15,55
KASANE	-17,49	25,09
MAUN	-19,59	23,25
WALVIS BAY	-22,53	14,26
WINDHUK	-22,34	17,06
WINDHOEK HOSEA INTL.	-22,29	17,28
PIETERSBURG	-23,5	29,25
PHALABORWA	-23,56	31,09
HARDAP	-24,32	17,56
POMFRET	-25,5	23,32
GABORONE AIRPORT	-24,13	25,55
PRETORIA EENDRACHT	-25,45	28,11
SKUKUZA	-24,59	31,36
LUDERITZ/DIAZ POINT	-26,38	15,06
KEETMANSHOOP	-26,32	18,07
JOHANNESBURG	-26,08	28,14
KIMBERLEY	-28,48	24,46
BLOEMFONTEIN	-29,06	26,18
BETHLEHEM AIRPORT	-28,15	28,2
LADYSMITH	-28,34	29,46
KOINGNAAS	-30,12	17,17
BRANDVLEI	-30,28	20,29
BARKLY EAST	-30,56	27,36
DURBAN	-29,58	30,57
QUEENSTOWN	-31,55	26,53
BEAUFORT WEST	-32,21	22,33
KAPSTADT	-33,59	18,36
PORT ELIZABETH	-33,59	25,36
EAST LONDON	-33,02	27,5
GOUGH ISLAND	-40,21	-9,53
CAPE POINT	-34,21	18,3
MOSSEL BAY	-34,11	22,09
BOUVET ISLAND	-54,24	3,18
MARION ISLAND	-46,53	37,52
RAJLOVAC	43,52	18,18
BARROW/W.POST W.ROG.	71,18	-156,47
NOME	64,3	-165,26
BETHEL AK	60,47	-161,48
FAIRBANKS/INT.	64,49	-147,52
ANCHORAGE ELMENDORF	61,15	-149,48
ANCHORAGE INT.	61,1	-150,01
ST.PAUL	57,09	-170,13
YAKUTAT	59,31	-139,4
JUNEAU	58,22	-134,35
CAMSELL RIVER N.W.T.	65,37	-118,07
HIGH LEVEL,ALTA.	58,37	-117,1
LYNN LAKE MAN.	56,52	-101,05
CLYDE N.W.T.	70,29	-68,31
BANFF,ALTA.	51,11	-115,33
EDMONTON INT.	53,18	-113,35
SAULT STE.MARIE ONT.	46,29	-84,3
HALIFAX INT.	44,53	-63,31
CLINTON,B.C.	51,08	-121,3
DRYDEN	49,5	-92,45
HALIFAX	44,38	-63,3
KINGSTON	44,13	-76,36
TRENTON	44,07	-77,32
BRANTFORD	43,02	-81,09
TORONTO	43,4	-79,38
MONTREAL DORVAL	45,28	-73,45
OTTAWA	45,19	-75,4
FREDERICTON	45,52	-66,32
SYDNEY,N.S.	46,1	-60,03
QUEBEC,QUE.	46,48	-71,23
BATHURST	46,54	-71,3
BAGOTVILLE	48,2	-71
NORTH BAY	46,21	-79,26
THUNDER BAY ONT.	48,22	-89,19
ST.JOHNS NEUFUNDL.	47,37	-52,44
GANDER	48,57	-54,34
DEER LAKE NF.	49,13	-57,24
SEPT-ILES QUE.	50,13	-66,16
STEPHENVILLE NFLD.	48,32	-58,33
GOOSE BAY NF.	53,19	-60,25
LA GRANDE RIVIERE	53,38	-77,42
SCHEFFERVILLE QUE.	54,48	-66,49
DEER LAKE	49,55	-97,14
WINNIPEG INT.AIRPORT	49,54	-97,14
REGINA SASK.	50,26	-104,4
PRINCE ALBERT SASK.	53,13	-105,4
CALGARY	51,07	-114,01
JASPER,ALTA.	52,53	-118,04
VANCOUVER	49,11	-123,1
COMOX B.C.	49,43	-124,54
IQALUIT	63,45	-68,33
SHEPHERD BAY	68,49	-93,26
CHURCHILL	58,44	-94,04
EUREKA UA N.W.T.	79,59	-85,56
RESOLUTE	74,43	-94,59
CAMBRIDGE BAY N.W.T.	69,06	-105,08
BAKER LAKE N.W.T.	64,18	-96,05
UXBRIDGE WEST ON	44,06	-79,1
FORT SMITH	60,01	-111,57
INUVIK	68,18	-133,29
DAWSON,Y.T.	64,03	-139,08
KEY WEST	24,33	-81,45
MIAMI	25,49	-80,17
WEST PALM BEACH	26,41	-80,07
ORLANDO MELBOURNE I.	28,06	-80,39
ORLANDO /JETPORT	28,26	-81,19
JACKSONVILLE	30,3	-81,42
CHARLESTON	32,54	-80,02
TAMPA	27,58	-82,32
TALLAHASSEE	30,23	-84,22
ALBANY	31,32	-84,11
AUGUSTA BUSH FLD.	33,22	-81,58
ATLANTA GA.	33,39	-84,25
MOBILE/BATES F. AL.	30,41	-88,15
MONTGOMERY	32,18	-86,24
BIRMINGHAM-SHUTTLESW	33,33	-86,46
NEW ORLEANS	29,59	-90,15
FORT MYERS	26,32	-81,45
GALVESTON	29,18	-94,48
HOUSTON TX.	29,58	-95,21
BROWNSVILLE/TX.	25,55	-97,25
SAN ANTONIO INT.	29,32	-98,28
AUSTIN	30,18	-97,42
DALLAS	32,54	-97,02
DEL RIO	29,22	-100,55
ABILENE/MUN. 18.	32,25	-99,41
LUBBOCK 18.	33,39	-101,49
EL PASO INT.	31,48	-106,24
TUCSON INT.	32,07	-110,56
PHOENIX AZ.	33,26	-112,01
ONTARIO INT.	34,03	-117,36
SAN DIEGO/LINGBERG	32,44	-117,1
LOS ANGELES	33,56	-118,24
CAPE HATTERAS, NC.	35,16	-75,33
RALEIGH/DURHAM NC.	35,52	-78,47
NORFOLK/INT.,VA.	36,54	-76,12
CHARLOTTE/DOUG. NC	35,13	-80,56
ASHEVILLE/MUN.,NC.	35,26	-82,32
NASHVILLE INT.	36,07	-86,41
MEMPHIS	35,03	-90
NORTH LITTLE ROCK	34,5	-92,15
WICHITA FALLS 18.	33,58	-98,29
OKLAHOMA CITY	35,23	-97,36
TULSA (INT. AIRP.)	36,12	-95,53
ALBUQUERQUE INT.	35,03	-106,37
KINGMAN/MOHAVE,AZ.	35,16	-113,56
WINSLOW	35,02	-110,43
FLAGSTAFF AZ.	35,14	-111,49
LAS VEGAS/MCCARRAN	36,05	-115,1
SAN JOSE INT.	37,22	-121,56
FRESNO/AIR TERM.	36,46	-119,43
RICHMOND (BYRD AIRPO	37,31	-77,19
WASHINGTON/DULLES	38,57	-77,27
WASHINGTON	38,51	-77,02
BALTIMORE	39,11	-76,4
ATLANTIC CITY INT.	39,27	-74,34
PHILADELPHIA INT.	39,53	-75,15
ROANOKE/MUN. VA.	37,19	-79,58
CINCINNATI OH.	39,03	-84,4
LOUISVILLE/STAND.KY.	38,11	-85,44
ST. LOUIS	38,45	-90,22
INDIANAPOLIS IN/W.C.	39,44	-86,16
KANSAS CITY	39,17	-94,45
DODGE CITY/MUN.KS.	37,46	-99,58
COLORADO SPRINGS	38,49	-104,43
ASPEN	39,13	-106,52
DENVER	39,45	-104,52
GRAND JUNCTION,CO.	39,07	-108,31
SACRAMENTO INT.	38,42	-121,35
CALIENTE,NV.	37,37	-114,31
RENO	39,3	-119,47
STOCKTON METRO. CA.	37,54	-121,15
OAKLAND INT.	37,45	-122,13
SAN FRANCISCO	37,37	-122,23
NEWARK	40,42	-74,1
NEW YORK	40,46	-73,54
HARTFORD/BRADLEY INT	41,56	-72,41
BOSTON MA.	42,22	-71,02
NIAGARA FALLS	43,06	-78,57
SYRACUSE/HANCOCK NY.	43,07	-76,07
PITTSBURGH INT.	40,3	-80,13
HARRISBURG INT.	40,12	-76,46
CLEVELAND	41,25	-81,52
PITTSBURGH/ALLEGH.	40,21	-79,56
BUFFALO INT.,NY.	42,56	-78,44
CHICAGO	41,59	-87,54
DETROIT	42,14	-83,2
ROCKFORD GREATER ROC	42,12	-89,06
DES MOINES/MUN. IA.	41,32	-93,39
DUBUQUE/MUN. IA.	42,24	-90,42
OMAHA/OFFUTT AFB.	41,07	-95,54
CHEYENNE WY.	41,09	-104,49
DENVER INT.	39,52	-104,4
JACKSON HOLE	43,36	-110,44
CRAIG-MOFFAT,CO.	40,3	-107,31
SALT LAKE CITY	40,47	-111,58
EUREKA CA.	40,48	-124,1
PORTLAND INT.	43,39	-70,19
BANGOR INT.	44,48	-68,5
MOUNT WASHINGTON NH.	44,16	-71,18
BURLINGTON/INT. VT.	44,28	-73,09
MILWAUKEE	42,57	-87,54
MINNEAPOLIS	44,53	-93,13
RAPID CITY	44,03	-103,04
CODY/MUN.WY.	44,31	-109,01
BILLINGS (LOGAN INT.	45,48	-108,33
BOISE/MUN. ID.	43,34	-116,13
PORTLAND/INT. OR.	45,36	-122,36
SAULT STE.MARIE MI.	46,28	-84,22
DULUTH INT.	46,5	-92,11
FARGO/HECTOR F. ND.	46,54	-96,48
BISMARCK/MUN. ND.	46,46	-100,45
GREAT FALLS MT.	47,29	-111,22
KALISPELL,MT.	48,18	-114,16
YAKIMA WA.	46,34	-120,32
SPOKANE/INT. WA.	47,38	-117,32
SEATTLE	47,27	-122,18
NEW YORK JOHN F.K.	40,39	-73,47
FORT LAUDERDALE	26,04	-80,09
CHIHUAHUA	28,38	-106,05
MONTERREY	25,52	-100,14
LA PAZ (MEX.)	24,16	-110,25
TAMPICO	22,13	-97,51
CANCUN	21,01	-86,51
GUADALAJARA	20,4	-103,23
AEROP.INT. MERIDA	20,59	-89,39
MANZANILLO,COL.	19,03	-104,19
MEXICO INT.	19,26	-99,05
MEXICO CITY	19,24	-99,11
VERACRUZ	19,09	-96,07
VILLAHERMOSA	17,59	-92,56
ACAPULCO	16,5	-99,56
BERMUDA NAVAL	32,22	-64,41
NASSAU	25,03	-77,28
TURKS ISLAND	21,27	-71,09
SOUTH CAICOS	21,31	-71,32
HAVANNA	22,59	-82,24
VARADERO	23,08	-81,17
HOLGUIN	20,48	-76,19
SANTIAGO DE CUBA	19,58	-75,51
PINAR DEL RIO	22,25	-83,41
CASA BLANCA	23,1	-82,21
TRINIDAD	21,47	-79,59
CIEGO DE AVILA	22,31	-78,27
CIENFUEGOS	22,08	-80,27
CIUDAD HABANA	22,58	-82,23
MONT.BAY-SANGSTER	18,3	-77,55
KINGSTON	17,56	-76,47
CAP-HAITIEN	19,45	-72,11
PORT AU PRINCE	18,34	-72,18
LES CAYES	18,11	-73,44
PUERTO PLATA	19,45	-70,34
SANTIAGO INT.	19,28	-70,42
SAN JUAN D.L. MAGUA.	18,49	-71,18
LA ROMANA	18,25	-68,56
PUNTA CANA	18,34	-68,22
LAS AMERICAS	18,26	-69,4
SANTO DOMINGO	18,26	-69,53
SAN JUAN	18,26	-66
ST. CROIX	17,42	-64,48
BEEF ISLAND,TORTOLA	18,27	-64,32
ST. THOMAS	18,2	-64,58
BELIZE AIRPORT	17,32	-88,18
GUATEMALA AEROPUERTO	14,35	-90,31
SAN SALVADOR	13,43	-89,12
SAN SALVADOR AIRPORT	13,26	-89,03
TEGUCIGALPA	14,03	-87,13
MANAGUA SANDINO APT	12,09	-86,1
PUNTARENAS	9,58	-84,5
JUAN SANTAMARIA	10	-84,13
PUERTO LIMON	10	-83,03
LIBERIA	10,36	-85,32
PANAMA TOCUMEN APT	9,03	-79,22
COOLIDGE FIELD	17,07	-61,47
ST. MAARTEN	18,03	-63,07
LE RAIZET,GUADELOUPE	16,16	-61,31
MARIE GALANTE	15,52	-61,16
LE LAMENTIN	14,36	-61
CASTRIES	14,02	-61,01
HEWANORRA AIRPORT	13,45	-60,57
GRANTLEY ADAMS	13,04	-59,29
GRENADA	12	-61,47
CROWN POINT	11,09	-60,5
TRINIDAD PIARCO INT.	10,36	-61,21
QUEEN BEATRIX-AIRP.	12,3	-70,01
HATO-AIRPORT	12,12	-68,58
FLAMINGO,BONAIRE	12,09	-68,17
CARTAGENA/RAFAEL NU.	10,27	-75,31
BARRANQUILLA/ER.COR.	10,53	-74,47
MEDELLIN/OLAYA	6,13	-75,36
RIO NEGRO/J.M.CORDO.	6,08	-75,26
BOGOTA	4,43	-74,09
CALI/ALFONSO B.	3,33	-76,23
MARACAIBO	10,43	-71,44
CARACAS AEROPUERTO	10,36	-66,59
CARACAS	10,3	-66,53
MARGARITA INTL.	10,55	-63,58
MERIDA/VENEZUELA	8,36	-71,11
VALENCIA	10,1	-67,56
GEORGETOWN	6,48	-58,09
TIMEHRI/GUYANA	6,3	-58,15
CAYENNE/FR.GUYANA	4,5	-52,22
GEORGES DE L'OYAPOCK	3,53	-51,48
BOA VISTA	2,5	-60,42
MACAPA	0,03	-51,04
BELEM	-1,27	-48,28
BELEM/INTL.	-1,23	-48,29
PARINTINS	-2,37	-56,44
SANTARɍ	-2,25	-54,48
SÏ LUIZ	-2,32	-44,18
PARNA͂A	-2,54	-41,44
TEFɉ-3,22	-64,42
MANAUS	-3,09	-59,59
ALTAMIRA	-3,13	-52,13
FORTALEZA	-3,46	-38,36
FERNANDO DE NORONHA	-3,51	-32,25
TABATINGA	-4,15	-69,56
COARI	-4,05	-63,09
ITAITUBA	-4,15	-56
MARABI-5,22	-49,08
IMPERATRIZ	-5,32	-47,29
CARAJAS	-6,07	-50
TERESINA/INTL.	-5,03	-42,49
MOSSORO/DIX SEPT R.	-5,12	-37,22
NATAL	-5,46	-35,12
NATAL AEROPORTO	-5,55	-35,15
EIRUNEPɉ-6,4	-69,52
JACAREACANGA	-6,14	-57,47
ARAGUA͎A	-7,06	-48,12
CAMPINA GRANDE	-7,14	-35,54
JOÏ PESSOA	-7,06	-34,51
PORTO VELHO	-8,43	-63,54
RECIFE/INTL.	-8,08	-34,55
RECIFE CURADO	-8,03	-34,55
RIO BRANCO	-9,58	-67,48
ALTA FLORESTA	-9,52	-56,06
PETROLINA	-9,22	-40,34
PAULO AFONSO	-9,24	-38,13
MACEIO	-9,31	-35,47
PALMAS	-10,17	-48,22
ARACAJډ-10,59	-37,04
ARACAJU	-10,55	-37,03
VILHENA	-12,42	-60,06
FEIRA DE SANTANA	-12,12	-38,58
LENǓIS	-12,33	-41,23
SALVADOR BAHIA	-12,54	-38,2
VITӒIA DA CONQUISTA	-14,53	-40,48
ILHEUS	-14,49	-39,02
BARRA DO GARǁS	-15,52	-52,23
CUIABA/INTL.	-15,39	-56,06
BRASILIA	-15,47	-47,56
BRASILIA/INTL.	-15,52	-47,56
