NAME	LAT	LON
MINDELHEIM	48,03	10,31
GERSTETTEN-DETTINGEN	48,36	10,07
DISCHINGEN(EGAUWAS.)	48,41	10,22
DINKELSBUEHL	49,04	10,2
SCHRAMBERG	48,13	8,23
VIERSEN	51,15	6,22
BOPFINGEN	48,51	10,21
DONAUWOERTH	48,43	10,47
STRAELEN	51,27	6,16
VECHTA	52,45	8,18
OBERKIRCH	48,31	8,05
WERTINGEN	48,34	10,41
ACHERN	48,38	8,03
FUESSEN-WEISSENSEE	47,35	10,38
ANKUM	52,33	7,53
FORBACH-HERRENWIES	48,4	8,16
HASELUENNE	52,4	7,29
SONTRA	51,04	9,56
RINGGAU-RENDA	51,04	10,05
SCHWABMUENCHEN	48,11	10,46
MEPPEN	52,42	7,18
WITZENHAUSEN-ZIEGH.	51,22	9,45
POETTMES-SCHORN	48,35	11,06
ABENSBERG-SANDHARL.	48,5	11,49
LANDAU/PFALZ	49,12	8,06
GERMERSHEIM	49,13	8,23
FRIESOYTHE	53,01	7,52
UPLENGEN-STAPELERM.	53,21	7,51
THALMAESSING	49,05	11,14
GREDING	49,03	11,22
SPEYER	49,21	8,25
KRAICHTAL-GOCHSHEIM	49,06	8,45
BEILNGRIES	49,02	11,28
LEER	53,13	7,29
RIEDENBURG	48,57	11,43
NEUSTADT/DONAU	48,52	11,46
KELHEIM	48,55	11,53
KALBACH	50,25	9,4
LOSSBURG	48,23	8,29
GREBENHAIN	50,29	9,2
HORB	48,27	8,41
ALBSTADT-BURGFELDEN	48,14	8,56
HEMMOOR	53,42	9,09
BALINGEN	48,17	8,53
DIESDORF	52,45	10,53
HAIGERLOCH-HART	48,23	8,51
TUEBINGEN	48,32	9,02
BAERNAU	49,49	12,26
NEUFFEN	48,33	9,24
ZITTAU	50,54	14,49
NEUSTADT/WN-ALTENST.	49,43	12,1
GEISLINGEN	48,38	9,51
GOEPPINGEN	48,43	9,37
ROTENBURG/FULDA	50,59	9,44
KEMNATH	49,52	11,54
GUBEN	51,56	14,42
SPANGENBERG	51,07	9,4
WALDMUENCHEN	49,23	12,43
WINTERBACH	48,48	9,29
BACKNANG	48,57	9,26
HOHENFELS	49,12	11,51
ALTENSTEIG-WART	48,37	8,39
FRANKFURT/ODER	52,22	14,32
REGEN	48,58	13,08
BISCHOFSMAIS	48,55	13,05
BAD LIEBENZELL	48,46	8,44
VIECHTACH	49,05	12,54
LAM	49,12	13,05
RENNINGEN	48,46	8,57
WINTERFELD-SALLENTHI	52,46	11,15
FURTH IM WALD	49,18	12,5
FALKENSTEIN KR.CHAM	49,06	12,29
BOENNIGHEIM	49,02	9,05
NEUKIRCHEN-SEIGHS.	50,55	9,21
SCHWALMSTADT	50,54	9,13
SANKT ENGLMAR	49	12,5
DEGGENDORF	48,5	12,57
AALEN	48,51	10,06
WUESTENROT	49,05	9,28
EBERSWALDE	52,5	13,48
KUENZELSAU-MORSBACH	49,17	9,44
BALLERSTEDT	52,44	11,43
CRAILSHEIM	49,08	10,05
BLAUFELDEN	49,18	9,58
MOECKMUEHL	49,18	9,21
MOSBACH-DIEDESHEIM	49,21	9,06
SCHWARZHOLZ	52,45	11,59
SCHOLLENE	52,4	12,11
FRIEDEBURG-HORSTEN	53,27	7,56
USLAR	51,4	9,38
MURNAU	47,4	11,14
KOCHEL	47,4	11,22
SAUERLACH	47,59	11,39
OBERAMMERGAU	47,36	11,05
WEILHEIM	47,51	11,09
GRUENSTADT	49,34	8,1
DACHAU	48,15	11,27
STARNBERG	48	11,21
KOECKTE	52,31	11,08
KIRCHHEIMBOLANDEN	49,4	8,01
WOLFHAGEN	51,18	9,09
PASEWALK	53,3	14
LANDAU/ISAR	48,41	12,42
LALLING	48,5	13,06
HEPPENHEIM	49,39	8,38
BIBLIS	49,41	8,25
SEEHEIM-JUGENHEIM	49,45	8,38
GEISENHAUSEN	48,29	12,16
LAUTERTAL/ODW.	49,43	8,41
FRIEDLAND	53,41	13,34
HOFGEISMAR	51,3	9,23
OPPENHEIM	49,51	8,22
EGING AM SEE	48,41	13,15
RUESSELSHEIM	49,59	8,27
SCHOENBERG/NDB.	48,5	13,2
SANKT OSWALD	48,53	13,25
MAUTH	48,53	13,35
WILLEBADESSEN-BORL.	51,35	9,02
HOEXTER	51,47	9,24
OTTENSTEIN	51,57	9,25
GRIMMEN	54,07	13,04
DEMMIN	53,55	13,03
EMMERTHAL-GROHNDE	52,01	9,25
ANKLAM	53,51	13,41
DORFEN KR.ERDING	48,16	12,1
WOLGAST	54,03	13,47
NIEHEIM	51,48	9,07
WUSTERHUSEN	54,07	13,37
ASCHAU	47,46	12,2
BAD MUENDER	52,11	9,28
RUHPOLDING-SEEHAUS	47,43	12,37
SASSNITZ-STAPHEL	54,29	13,34
BERGEN/RUEGEN	54,25	13,26
STRALSUND	54,18	13,04
TEISENDORF	47,51	12,49
BAD SUELZE	54,07	12,4
BURGHAUSEN	48,11	12,51
BODENKIRCHEN-AICH	48,26	12,24
EGGENFELDEN	48,24	12,47
PFARRKIRCHEN	48,26	12,56
PREROW A. DARSS	54,27	12,34
GRAAL-MUERITZ	54,15	12,16
POCKING	48,25	13,19
GRIEBEN	52,25	11,58
WALDKIRCHEN	48,43	13,36
DEMKER	52,31	11,51
BUETZOW-WOLKEN	53,51	12,01
BAD DOBERAN	54,07	11,54
RERIK	54,07	11,37
WISMAR	53,53	11,26
SCHOEPPINGEN	52,06	7,15
MUENCHBERG	50,12	11,48
GEFREES	50,05	11,43
SCHWARZENBACH/SAALE	50,12	11,55
OERLINGHAUSEN	51,58	8,39
NAILA	50,2	11,42
LICHTENFELS/OFR.	50,06	11,1
GEROLDSGRUEN-STEINB.	50,21	11,35
EMLICHHEIM	52,37	6,51
PRESSECK	50,14	11,33
STEINBACH AM WALD	50,27	11,23
BOESDORF	52,25	11,05
BAD BENTHEIM	52,18	7,1
AHAUS	52,04	7,01
COESFELD	51,57	7,11
EBERN-EYRICHSHOF	50,07	10,47
BORN	52,22	11,28
SULINGEN	52,41	8,49
NEUMARKT OPF.	49,17	11,26
HOYA	52,49	9,09
OTTENDORF-OKRILLA	51,11	13,5
PIRNA	50,57	13,56
BISCHOFSWERDA	51,08	14,11
AUERBACH/OPF.	49,42	11,38
HERSBRUCK	49,3	11,24
LAUF/HEUCHLING	49,31	11,18
ALTDORF/OFR.	49,23	11,22
GRAEFENBERG	49,39	11,15
STADELHOFEN	50	11,12
FORCHHEIM/OFR.	49,43	11,03
NEUSTADT/AISCH-UNTN.	49,35	10,31
ZIELITZ	52,18	11,4
RIESA	51,18	13,15
HASSFURT	50,02	10,31
TORGAU	51,35	13
KAMENZ	51,17	14,07
HOYERSWERDA	51,26	14,15
ELSTERWERDA	51,28	13,32
BURG-BLUMENTHAL	52,19	11,5
GRAEFENTONNA	51,04	10,44
OBERWEISSENBRUNN	50,25	9,57
BISCHOFSHEIM/RHOEN	50,24	10
HAMMELBURG	50,07	9,54
BURGSINN	50,09	9,39
WEIBERSBRUNN	49,54	9,24
WEIKERSHEIM	49,28	9,57
WERTHEIM-EICHEL	49,46	9,33
DREWITZ		52,13	12,1
MUDAU-SCHLOSSAU	49,33	9,09
AMORBACH	49,39	9,14
LUETZELBACH	49,46	9,05
ASCHAFFENBURG	49,59	9,07
GIFHORN	52,29	10,33
DIEBURG	49,54	8,51
HANAU	50,06	8,57
EIBENSTOCK(TALSP.)	50,32	12,36
GOSLAR	51,55	10,26
ZWICKAU	50,41	12,28
ROTTACH-EGERN	47,41	11,46
ZWOENITZ	50,39	12,49
NEU ANSPACH	50,18	8,3
WOLFENBUETTEL	52,1	10,31
ROCHLITZ	51,03	12,49
FRIEDBERG	50,2	8,45
WEISSENFELS-WENGELSD	51,16	12,03
LEHRE	52,2	10,4
BAD HOMBURG	50,15	8,34
LEHRTE	52,23	9,59
BOTTMERSDORF-KLEIN G	52,01	11,25
ADELHEIDSDORF	52,33	10,03
ANNABERG_BUCHHOLZ	50,35	13
SCHACKENSLEBEN	52,12	11,25
HALBERSTADT	51,54	11,03
DOERNTHAL	50,44	13,2
IRXLEBEN	52,11	11,27
BRAUNSDORF	50,53	13,01
GRIMMA	51,14	12,43
BAD DUEBEN	51,36	12,35
HERZBERG	51,4	10,21
OSTERODE/HARZ	51,43	10,16
NORTHEIM	51,43	9,59
DESSAU	51,51	12,15
KOENIGSBORN	52,08	11,47
BAD GANDERSHEIM	51,52	10,02
ADENSTEDT	52	9,56
SCHOENINGEN	52,08	10,57
BUEHNE-RIMBECK	52	10,38
BARSINGHAUSEN	52,18	9,28
INGELHEIM	49,59	8,04
RUEDESHEIM	49,59	7,56
FREISEN/SAAR	49,33	7,15
SARGSTEDT	51,56	10,59
SOHREN	49,56	7,18
RHAUNEN	49,52	7,2
SAALFELD	50,39	11,23
PABSTORF	52,02	10,58
KUSEL	49,32	7,24
LAUTERECKEN	49,39	7,36
RUDOLSTADT	50,44	11,22
HECKLINGEN-GROSS BOE	51,53	11,28
STROMBERG/HUNSRUECK	49,57	7,47
ILMENAU	50,41	10,54
BINGEN-BUEDESHEIM	49,57	7,54
NAUMBURG/SAALE	51,09	11,48
MUEHLHAUSEN	51,12	10,3
WALTERNIENBURG-RONNE	51,58	11,55
OBERWESEL	50,07	7,43
BERNBURG/SAALE	51,49	11,43
ARNSTADT	50,51	10,58
TAMBACH-DIETHARZ	50,48	10,37
BADEWITZ BEI ZERBST	52,01	12,1
BAD TENNSTEDT	51,09	10,5
SOEMMERDA	51,1	11,08
DUEBEN	51,56	12,23
JESSNITZ	51,41	12,18
VOCKERODE	51,52	12,21
NORDHAUSEN	51,31	10,48
SANGERHAUSEN	51,29	11,19
BAD DUERRENBERG	51,18	12,05
NAUNDORF BEI SEYDA	51,55	12,53
ADORF	50,19	12,16
STEFFENBERG	50,51	8,28
SCHIERKE	51,46	10,39
ULRICHSTEIN	50,35	9,12
DELMENHORST	53,03	8,38
BUTZBACH	50,28	8,4
OBERHARZ AM BROCKEN	51,4	10,53
WETZLAR	50,32	8,3
MEUSELWITZ	51,03	12,18
DIETZHOELZTAL	50,51	8,2
QUEDLINBURG	51,48	11,08
HERBORN	50,41	8,18
OSTERHOLZ-SCHARMBECK	53,13	8,49
MENGERSKIRCHEN	50,34	8,09
SCHMITTEN-TREISBERG	50,18	8,26
BORNA	51,09	12,28
WEILMUENSTER	50,26	8,23
MEHRINGEN/ASL	51,44	11,31
QUERFURT	51,23	11,35
BAD ZWISCHENAHN	53,12	8
PLOETZKAU/SAALE	51,43	11,41
HETTSTEDT	51,39	11,31
KOETHEN (ANHALT)	51,45	12,01
HASSELFELDE(WASSW.)	51,43	10,49
ALTENBRAK	51,44	10,56
OSCHERSLEBEN/BODE	52,01	11,14
KEMBERG-RADIS	51,46	12,31
LINDAU/SACHS.-ANHALT	52,02	12,06
HALDENSLEBEN	52,17	11,26
BAD OLDESLOE	53,49	10,24
RATZEBURG	53,42	10,46
PRUEM	50,13	6,25
ARZFELD	50,05	6,16
BITBURG	49,59	6,33
NEUSTRELITZ	53,23	13,03
TRIPPSTADT	49,22	7,49
TEMPLIN	53,07	13,31
ZEHDENICK	52,59	13,21
SUEDHARZ-DIETERSDORF	51,32	11,03
LOEBAU	51,06	14,41
HERMESKEIL	49,39	6,56
ECKERNFOERDE	54,27	9,51
WEISSWASSER	51,3	14,37
MERZIG	49,27	6,38
MANSFELD-ANNARODE	51,33	11,24
SAARBURG	49,37	6,33
FUERSTENWALDE/SPREE	52,21	14,04
STRAUSBERG	52,35	13,53
DAHME	51,52	13,26
DAHLEM-KRONENBURG	50,22	6,29
QUERFURT-LODERSL.	51,23	11,32
SEEGEBIET MANSFELDER	51,32	11,41
TREUENBRIETZEN	52,06	12,53
WITTLICH	49,59	6,54
LEHNIN	52,19	12,45
KASTELLAUN	50,04	7,27
BURG B.MAGDEBURG	52,17	11,49
ORANIENBURG	52,45	13,12
NAUEN	52,37	12,52
LAUCHSTAEDT, BAD	51,23	11,53
FRIESACK	52,46	12,35
ALTENKIRCHEN	50,41	7,39
PRITZWALK	53,09	12,1
BLANKENHEIM/AHRHUET.	50,24	6,44
STENDAL	52,34	11,53
ZOERBIG	51,36	12,11
KIRCHEN/SIEG	50,48	7,54
WEITERFELD	50,44	7,56
WALDBROEL	50,52	7,37
SIEGBURG	50,48	7,12
GUMMERSBACH	51,01	7,35
BIBRA, BAD-ALTENRODA	51,14	11,35
BRUEHL	50,5	6,55
SALZWEDEL	52,52	11,09
HITZACKER	53,09	11,02
RADEVORMWALD	51,13	7,23
WUPPERTAL-BARMEN	51,16	7,11
HAGENOW	53,26	11,11
LUDWIGSLUST	53,2	11,3
WUPPERTAL-VOHW.	51,14	7,04
REMSCHEID	51,12	7,12
WERMELSKIRCHEN	51,08	7,14
BERG.NEUKIRCHEN	51,05	7,02
DORMAGEN	51,07	6,51
BAD MUENSTEREIFEL	50,33	6,46
SUDERBURG	52,54	10,26
BAD BEVENSEN	53,05	10,34
ERFTSTADT-BLIESHEIM	50,47	6,49
ZUELPICH	50,42	6,39
NEUSS	51,11	6,42
TRITTAU	53,37	10,24
KREFELD	51,18	6,32
FREYBURG/UNSTRUT-ZEU	51,14	11,5
MESCHEDE/HENNE	51,2	8,16
SORPE	51,22	7,58
HARSEFELD	53,27	9,3
BRILON	51,25	8,39
STADERSAND	53,38	9,32
RUETHEN	51,3	8,27
WARSTEIN	51,27	8,21
MOEHNE	51,3	8,04
BAD BRAMSTEDT	53,55	9,54
FROENDENBERG	51,28	7,44
BROKDORF	53,52	9,2
SCHWERTE	51,28	7,34
WINTERBERG-ALTASTBG.	51,12	8,28
OLPE	51,02	7,51
BIGGE	51,07	7,53
VERSE	51,12	7,41
LUEDENSCHEID	51,13	7,38
ISERLOHN-RODEN	51,22	7,4
ENNEPETAL-MILSPE	51,18	7,19
SPROCKHOEVEL-HASSL.	51,2	7,17
HAGEN	51,21	7,27
ELSTER-SAALE-KANAL	51,21	12,11
VELBERT-LANGENBERG	51,22	7,07
HERNE	51,32	7,13
BOTTROP	51,33	6,57
OBERHAUSEN	51,31	6,49
MOERS	51,27	6,39
HILDBURGHAUSEN	50,26	10,43
SCHMIEDEFELD/RSTG.	50,37	10,49
SUHL	50,37	10,4
WUENNENBERG	51,31	8,45
BAD SALZUNGEN	50,48	10,13
KREIPITZSCH	51,06	11,43
DELBRUECK	51,46	8,33
WADERSLOH	51,46	8,16
RUHLA	50,54	10,22
GOTHA	50,56	10,4
SOEST	51,34	8,07
EISENACH	50,59	10,22
HAMM	51,41	7,49
EILSLEBEN	52,09	11,13
WALTROP	51,38	7,24
HALTERN	51,44	7,12
DORSTEN	51,4	6,59
WESEL-FLUEREN	51,42	6,35
RENA	61,11	11,22
ABYEI	9,36	28,26
WEI߅NFELS	51,12	11,58
ZEITZ	51,04	12,08
OSTERFELD	51,01	11,56
DORFCHEMNITZ	50,4	12,5
BAD MUSKAU	51,34	14,42
SCHOENWOELKAU-BRINNI	51,31	12,26
KLITSCHEN BEI TORGAU	51,31	12,55
HAEHNICHEN-TREBUS	51,2	14,5
EILENBURG	51,28	12,4
BELGERSHAIN	51,14	12,33
BOXBERG	51,24	14,34
MARKRANSTAEDT-GROSSL	51,19	12,1
WALDSTEINBERG	51,18	12,35
HEYDA BEI RIESA	51,16	13,22
STRAUCH	51,22	13,35
SCHOENBORN	51,19	13,43
SCHOENTEICHEN-CUNNER	51,19	14,03
PEGAU	51,1	12,16
GRIMMA-KLEINBOTHEN	51,11	12,46
GARSEBACH BEI MEISSE	51,08	13,26
BURKAUER BERG	51,1	14,07
KUBSCHUETZ,KR.BAUTZ.	51,1	14,3
DRESDEN-PILLNITZ	51	13,53
SEIFERSDORF	51,09	13,54
DRESDEN-STREHLEN	51,01	13,46
DRESDEN-HOSTERWITZ	51,01	13,51
ZELLWALD	51,02	13,16
PULSNITZ	51,12	14,01
SOHLAND/SPREE	51,04	14,26
OSTRITZ	51,02	14,56
ALTGERINGSWALDE	51,05	12,56
NOSSEN	51,03	13,18
WILSDRUFF-MOHORN	51,01	13,28
LOHMEN/SACHSEN	50,59	13,59
DUERRHENNERSDORF	51,04	14,37
BERTSDORF-HOERNITZ	50,54	14,45
FRANKENBERG-ALTENHAI	50,53	13,02
DIPPOLDISWALDE-REIN.	50,55	13,43
CRIMMITSCHAU-MANNICH	50,49	12,18
SANKT EGIDIEN-KUHSCH	50,48	12,38
ROSENTHAL-BIELATAL	50,5	14,04
LICHTENTANNE	50,41	12,26
DEUTSCHNEUDORF-BRUED	50,37	13,29
MARIENBERG-RUEBENAU	50,35	13,18
MARIENHOEHE	50,36	12,23
AUE	50,35	12,43
TREUEN	50,33	12,17
STUETZENGRUEN-HUNDSH	50,33	12,34
TANNENBERG	50,37	12,56
RASCHAU	50,31	12,5
WEISCHLITZ-HEINERSGR	50,23	12
HEINERSGRUEN	50,24	11,59
KLINGENTHAL-KAMERUN	50,22	12,29
ELSTER, BAD-SOHL	50,16	12,16
ERLBACH-EUBABRUNN	50,18	12,23
INSEL BORACAY	11,59	121,55
CHITWAN-PARK	27,35	84,1
MAURITIUS STRAND	-20,18	57,3
AACHEN-RICHTERICH	50,49	6,03
STR.V.MOZAMBIQUE	-16	42
BILLERBECK	51,58	7,17
TAUS	49,26	12,54
COMO	45,47	9,05
ARNHEIM	51,59	5,54
LUETTICH	50,38	5,33
MERAN	46,4	11,09
LEIBSTADT	47,36	8,11
NEUSS-WEHL	51,08	6,41
PALM SPRINGS (CF.)	33,45	-116,24
PUERTO VALLARTA	20,3	-105,15
GR.FELDBG./TS.	50,14	8,28
GROSS UMSTADT	49,52	8,56
MELIBOCUS	49,44	8,39
NIDDA	50,25	9,01
VOGELSBERG	50,32	9,14
LAMBRECHT	49,22	8,04
NEBELHORN	47,24	10,18
KITZBUEHEL	47,26	12,22
RIVA D. GARDA	45,56	10,59
GEESTHACHT	53,25	10,2
FINKENWERDER	53,32	9,5
BRUNSBUETTEL/SWA	53,54	9,08
HOECHSTADT	49,41	10,5
ISSUM	51,32	6,25
OBERHAUSEN-STERKRADE	51,32	6,52
MUELHEIM/RUHR	51,26	6,53
SCHWELM	51,17	7,18
UNNA	51,32	7,41
SCHWANDORF	49,2	12,07
WESTERBERG	47,46	12,37
MUENSTER ZENTRUM	51,58	7,38
METALLEUROP	53,33	8,28
COTTBUS/LUB	51,45	14,19
KOENIGS WUSTERH./LUB	52,18	13,38
POTSDAM-ZENTRUM/LUB	52,24	13,04
PREMNITZ/LUB	52,32	12,21
SCHWEDT/LUB	53,03	14,18
SENFTENBERG/LUB	51,31	14
SPREMBERG/LUB	51,34	14,23
WITTENBERGE/LUB	53	11,46
TORAJA-LAND	-2,59	119,54
BANAUE/NORD-LUZON	17,01	121
TONGARIO NATIONALP.	-39,15	175,3
MOUNT COOK NAT.PARK	-43,35	170,15
OBERLEICHTERSBACH-MO	50,16	9,46
FALKENSTEIN/TAUNUS	50,11	8,28
DUELMEN	51,5	7,14
ARBIL	36,12	44,01
ANEMOLTER	52,3	9,05
BORNUM AM HARZ	51,55	10,1
ALTOETTING	48,16	12,38
LUPFEN	48,05	8,3
GROSSER BEERBERG	50,4	10,45
SANKT GALLENKIRCH	47,02	9,59
MITTAGSSPITZE	47,18	9,53
PATSCHERKOFEL	47,13	11,29
HUNDSTEIN	47,22	12,54
TRAUNKIRCHEN	47,48	13,48
ULRICHSBERG	48,41	13,55
PLOECKENSTEIN	48,47	13,52
GROSSER HOELLENGOGEL	47,45	13,4
TUERNITZ	47,57	15,3
HOELLENSTEIN/YBBS	47,45	14,45
HOCHSCHNEEBERG	47,45	15,5
KAMMSPITZ	47,29	13,51
CHATILLON	45,45	7,37
MARGOZZO	45,58	8,27
MASERA	46,08	8,19
M.ZEDA	46,03	8,32
SONDRIO	46,11	9,52
LECCO	45,51	9,23
BRIXEN	46,43	11,4
ROLLEPASS	46,18	11,48
CORTINA D'AMPEZZO	46,33	12,08
PASO DI FALZAREGO	46,32	12,02
ALBERTVILLE	45,4	6,24
LE ROIGNAIS	45,39	6,43
CHAMONIX	45,55	6,52
ANNECY	45,54	6,07
MT. BUET	46,01	6,53
CHORGES	44,33	6,16
SERRE CHEVALIER	44,55	6,3
DIGNE	44,05	6,14
ANNOT	43,58	6,42
CROIX DE L ALPE	44,24	6,4
SIMPLONPASS	46,15	8,03
MT. AUBERT	46,53	6,38
LILLEHAMMER	61,06	10,27
RONDESLOTTET	61,56	9,52
TORPO	60,3	8,15
FINSE	60,36	7,3
SELJORD	59,3	8,4
LIFJELL	59,15	8,3
LJUBLJANA	46,04	14,39
BLED	46,22	14,07
OF-POST D1	49,12	8,24
OF-POST D2	47,54	9,54
OF-POST D3	48,42	12,3
OF-POST D4	50,24	10,42
OF-POST D5	52,48	8,3
OF-POST D6	51,42	8
OF-POST D7	51,18	9,48
OF-POST D8	53,12	12,12
OF-POST D9	51,36	13,3
OF-POST H1	49,58	8,48
OF-POST H2	50,21	8,22
OF-POST H3	50,57	9,06
OF-POST H4	50,57	9,45
OF-POST H5	50,27	9,12
LOIBLPASS	46,25	14,17
NEUERN/NYRSKO	49,18	13,1
PASO DI CAMPELLI	46,01	10,01
SCHMOELLN	53,18	14,05
HAMBURG-NEUENG.	53,25	10,14
WENNIGSEN	52,16	9,39
WIELEN	52,32	6,45
LAUCHA	51,07	14,39
TIMMENDORF/POEL	53,59	11,23
KRAGELUND	54,41	9,49
LINDEWITT	54,43	9,09
SOELLMNITZ	50,57	12,09
PODELZIG	52,28	14,31
DELITZSCH-SELBEN	51,3	12,23
KRUMMHOERN-LOQUARD	53,23	7,04
KAISER-WILH.-KOOG	53,56	8,56
MESSMAST WHV	53,37	8,03
MESSMAST OL	53,09	8,03
MESSMAST EMD	53,23	7,1
HILKENBROOK, NT	52,59	7,42
VIENENBURG, MG	51,57	10,36
SYKE-GESSEL, NTB	52,56	8,46
HOHEGING, NT	52,54	8,07
ALTENBEKEN, MG	51,44	8,56
SANDBERG	50,21	10
RAPSHAGEN, NT	53,13	12,14
BASSENS	53,42	7,56
TOSSENS	53,35	8,15
WYBELSUMER POLDER	53,2	7,06
SCHUELP	54,14	8,55
HAMSWEHRUM	53,27	7,1
PILSUM	53,29	7,2
ASENDORF	52,45	9
MENSLAGE	52,35	7,43
GARLSTORF	53,14	10
ST.PETER-ORDING	54,19	8,41
HALLIG HOOGE	54,34	8,32
PLOEN	54,1	10,23
NORDW. FPN	55	6,27
WESTL. SYLT	55	7,18
BRUGGE	51,13	3,14
DIESSEN	47,57	11,06
CHIEMSEE	47,5	12,2
GMUND/TEGERNSEE	47,45	11,45
STEINBACH	47,5	13,15
HALLSTATT	47,34	13,39
SAN VIGILIO	46,42	11,56
BELLAGIO	45,59	9,16
DOMASO	46,09	9,21
ISEO	45,39	10,03
LA SPEZIA	44,1	9,45
LIVORNO	43,33	10,18
SAN REMO	43,48	7,46
LEUCATE	42,5	3,05
TRIENT	46,06	11,09
MITROVICA	42,54	20,52
GNJILANE	42,28	21,29
LEISENWALD	50,19	9,1
ROSTOCK-STADT	54,05	12,08
BUERSTADT	49,38	8,27
WALD-MICHELBACH	49,34	8,5
BIEBESHEIM	49,47	8,28
BRENSBACH	49,46	8,51
OBERTHULBA	50,12	9,56
GRUENBERG	50,37	8,58
STADTALLENDORF	50,5	9,01
LAUTERBACH	50,38	9,24
BURGHAUN	50,43	9,43
SCHENKLENGSFELD	50,5	9,49
BAD EMSTAL	51,15	9,14
BAD BREISIG	50,31	7,18
BETZDORF	50,47	7,53
PUDERBACH	50,35	7,33
ST.GOAR	50,09	7,43
NASSAU/RHL.-PFALZ	50,19	7,47
NASTAETTEN	50,12	7,52
GEROLSTEIN	50,13	6,4
HINTERWEIDENTHAL	49,12	7,45
FREINSHEIM	49,3	8,13
ROCKENHAUSEN	49,38	7,49
EISENBERG	49,38	8,05
WOERTH	49,48	9,09
MIESAU	49,24	7,26
UETERSEN	53,41	9,39
LABOE	54,24	10,15
SCHENEFELD	53,36	9,49
GLINDE	53,32	10,13
WITTINGEN	52,43	10,44
HANNOV.MUENDEN	51,25	9,39
PEINE	52,19	10,13
AMT NEUHAUS	53,17	10,55
HODENHAGEN	52,46	9,35
LANGWEDEL	52,58	9,12
GLANDORF	52,05	7,59
DAMME	52,3	8,08
LANGWARDEN	53,36	8,19
KIRCHHERTEN	51	6,28
KERPEN	50,52	6,4
TROISDORF	50,5	7,1
MECKENHEIM/RHEINB.	50,37	7,02
LINNICH	50,59	6,15
ALDENHOVEN	50,54	6,17
MECHERNICH	50,35	6,39
WIESDORF	51	6,59
OPLADEN	51,01	7
SCHLEBUSCH	51,02	7,04
RHEINDORF	51,03	6,56
LEICHLINGEN	51,07	7,01
BAESWEILER	50,54	6,11
BERGHEIM	50,55	6,38
BERGISCH GLADBACH	50,59	7,07
KOENIGSWINTER	50,4	7,11
EITORF	50,46	7,26
REKEN	51,5	7,02
OSTHEIM V.D. RHOEN	50,27	10,13
ASCHEBERG	51,47	7,37
HALLE/NORD.WESTFALEN	52,04	8,22
HOLTE-STUKENBROCK	51,54	8,39
BUENDE	52,12	8,35
ERWITTE	51,37	8,2
LIMASSOL	34,4	33,03
MARBELLA	36,31	-4,53
SAN FELIU	41,45	3,05
SAINT TROPEZ	43,16	6,39
CERNOBBIO	45,5	9,05
ISCHIA	40,44	13,57
PORTOFINO	44,18	9,12
MADEIRA/FESTLAND	39,57	-8,02
KARTHAGO	36,54	10,16
WIESENSTEIG	48,32	9,37
BESIGHEIM	49	9,09
SCHORNDORF	48,47	9,31
KRAUTHEIM	49,13	9,22
LENNINGEN	48,34	9,3
BILLIGHEIM	49,21	9,16
LOSSBURG	48,43	8,45
KIRCHZARTEN	47,58	7,57
ENDINGEN	48,08	7,42
OTTENHOEFEN	48,2	8,05
SINGEN	47,45	8,49
JESTETTEN	47,39	8,34
TRUCHTELFINGEN	48,14	9,01
NEUSTADT, BAD	50,18	10,11
ILLERIEDEN-DORNDORF	48,17	10,02
GAMMERTINGEN	48,08	9,07
WOLFRATSHAUSEN	47,5	11,25
PFAFFENHOFEN	48,18	11,18
BRUCKMUEHL	47,53	11,55
BUCH AM AMMERSEE	48,03	11,08
KUENZING	48,23	13,03
OBERNZENN	49,17	10,16
LOPPENHAUSEN	48,1	10,23
LAUINGEN	48,2	10,15
HELMBRECHTS	50,14	11,43
BLIESRANSBACH	49,1	7,05
HEUSWEILER	49,21	6,57
PERL	49,28	6,23
WADERN	49,32	6,53
NEUNKIRCHEN/SAARLAND	49,12	7,06
SCHMELZ	49,26	6,51
VIERHERRENBORN	49,36	6,39
BERNAU/BRANDENBURG	52,4	13,34
HERZBERG/BRANDENBURG	51,42	13,14
TREBUS	52,25	14,04
LUEBBENAU	51,52	13,58
LUCKENWALDE	52,1	13,09
SATOW	53,34	11,3
MEERANE	50,51	12,27
KAEBSCHUETZTAL	51,1	13,23
OPPACH	51,04	14,31
DOEBELN	51,04	13,04
WURZEN	51,22	12,44
POESSNECK	50,4	11,33
NIESKY	51,17	14,51
DINGOLFING	48,45	12,33
ARLBERG	47,08	10,11
GROSSGLOCKNER	47,05	12,41
MASSBACH	50,11	10,16
DACHSTEIN	47,28	13,36
LICHTENBERG	48,25	14,15
ZINKEN	47,2	14,45
WEINSBERG	48,24	15,06
KAISEREICHE	47,57	16,41
SONNENBERG	47,53	16,29
WANK	47,3	11,08
HOERNLE	47,38	11,04
BRAUNECK	47,4	11,31
HOCHFELLN	47,45	12,33
PREDIGTSTUHL	47,42	12,52
ANDERMATT	46,38	8,36
LINTHAL	46,55	9
SAANEN-GSTAAD	46,3	7,16
ARGUINEGUIN	27,45	-15,39
OGDEN	41,14	-111,59
PARK CITY	40,39	-111,3
HEBER CITY	40,31	-111,25
PROVO	40,15	-111,4
SUEDL. ISLAS MARIAS	21	-107
